Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1457,____ are instructions that tell a computer what to do.,Input devices,Hardware,Memory cards,Software,D
1458,"""Ctrl + End"" Shortcut key is used in Ms Word to:",Moves the cursor to the end of the Line,Moves the cursor to the end of the Document,Moves the cursor to the end of the Paragraph,None of the Above,B
1459,4K resolutions is:,4496×2460,4296×2260,4196×2060,4096×2160,D
1460,Which generation of computers used transistors?,First generation,Second generation,Third generation,Fourth generation,B
1461,Microsoft Excel function arguments are always written in:,Cells,Rows,Columns,Parentheses,D
1462,OCR stands for:,Output Character Recorder,Output Character Recognition,Optical Character Recorder,Optical Character Recognition,D
1463,A Word Template Stores Common Document:,Style,Theme,Structure,Content,C
1464,Who invented the World Wide Web (WWW) with Robert Cailliau?,Laiszlo Neztjev,Tom Burns,Tim Berners-Lee,Fred Zukerburg,C
1465,"In Word, the default alignment for paragraphs is:","Left-aligned, or flush margins at the left edge and uneven edges at the right edge","Centered, or equidistant from both the left edge and the right edge","Right-aligned, or flush margins at the right edge and uneven edges at the left edge","Justified, or flush margins at both the left and right edges",A
1466,The process of removing an unwanted part of an image is called:,Hiding,Cropping,Cutting,None of these,B
1467,The minimum number of rows and columns in a Microsoft Word document is:,1 and 1,2 and 1,1 and 2,2 and 2,A
1468,"""Ctrl + Home"" Shortcut key is used in Ms Word to:",Moves the cursor to the beginning of the Document,Moves the cursor to the beginning of the Line,Moves the cursor to the beginning of the Paragraph,All of the above,A
1469,A Computer Virus is a:,Software,Hardware,Freeware,None of these,A
1470,The circular divisions of disks to store and retrieve data are known as:,Tracks,Sectors,Cycles,Rings,A
1471,"In Ms Word, what is the maximum number of lines you can set for a drop cap?",3,10,15,20,B
1472,"In the medical field, computers are used in:",Laboratories,Patient Scanning,Monitoring and Pharmacy,All of these,D
1473,Microsoft Office is a type of:,System software,Application software,Utility software,Firmware,B
1474,Cryptography is a technique where data is secure and immune from:,Changes,Defense,Risk,Attack,D
1475,Which of the following system components is the brain of the computer?,CPU,Hard disk,Motherboard,RAM,A
1476,Which view in PowerPoint can be used to enter speaker comments?,Normal,Slide show,Slide sorter,Notes page view,D
1477,Which of the following windows do not have a start button?,Windows 10,Windows 8,Windows vista,None of these,B
1478,Which tab is used to add new slide in MS PowerPoint:,Home tab,Design tab,Insert tab,View tab,A
1479,Which of the following steps is wrong to change the page size?,Click the Page Layout tab,"In the Page Setup group, click the Size command",With a left click select the desired paper size,"To Customize page size, click the 'Customize Sizes' option",D
1480,All caps to selected text in MS Word is applied with:,Alt+shift+A,Shift+A,Ctrl+shift+A,None of these,C
1481,Mac is an:,Utility Program,Operating System,Windows,Multimedia Software,B
1482,BMP stands for:,Byte map,Bit map,Byte map process,Bit map process,B
1483,"In MS Word 2007, which of the following is used to extend a selection one character to the right side?",CTRL+RIGHT ARROW,ALT+RIGHT ARROW,TAB+RIGHT ARROW,SHIFT+RIGHT ARROW,D
1484,An endnote is placed at the _____ of the document in MS Word.,Start,End,Middle,None of these,B
1485,"What is the use of the ""All Caps"" feature in Microsoft Word?",It changes all selected text into Capital Letter,It adds captions for the selected Image,It shows all the image captions,None of these,A
1486,"To print a PowerPoint presentation, press:",Ctrl + A,Ctrl + Shift + P,Ctrl + P,CTRL + S,C
1487,The __________ option is used to show a specific row or column on every printed page.,Print Titles,Page Layout,Print Preview,None of these,A
1488,Which key is used to copy the formula from the above cell:,Ctrl+',Ctr+;,Ctrl+:,None of these,A
1489,"In order to edit a chart, you can:",Triple click the chart object,Click and drag the chart object,Double click the chart object,Click the chart object,C
1490,Pressing the F8 key three times selects:,Paragraph,A word,A sentence,Entire document,C
1491,Where can you find the horizontal split bar on the MS Word Screen?,On the left of the horizontal scroll bar,On the right of the horizontal scroll bar,On the top of the vertical scroll bar,On the bottom of the vertical scroll bar,C
1492,The default file name in MS Excel is:,Document 1,Workbook 1,Book1,Worksheet,C
1493,What is the extension of Microsoft Word files?,.DOC,.DOCX,.TXT,.DOCS,B
1494,Which mechanism is used by the computer virus 'worm' to duplicate itself?,Swap,Spawn,Increment,Swarm,B
1495,"In Excel, which key is used to format a number in comma format?",Ctrl+Shift+1,Ctrl+Shift+4,Ctrl+1,Shift+1,A
1496,"In MS-Word to highlight text, a line, or any particular informative paragraph, we use:",Shading,Background,Font effects,None of these,A
1497,BIOS is a type of:,Application Software,Firmware,Compiler,None of these,B
1498,Who invented the first computer?,Charles Babbage,Howard Aiken,Vint Cerf,None of these,A
1499,Which of the following is an input device?,Keyboard,Printer,Speaker,None of these,A
1500,Pseudo-code is similar to:,Machine language,Simple English,Scientific language,All of these,B
1501,What is the shortcut to justify a paragraph in Word:,Ctrl+E,Ctrl+R,Ctrl+J,Ctrl+Q,C
1502,Which of the following is a secondary memory device?,Keyboard,Disk,ALU,All of the above,B
1503,What are the basic operations performed by a computer?,Arithmetic operation,Logical operation,Storage and relative,All the above,D
1504,"To select a block of text, click at the beginning of the selection, scroll to the end of the selection, position the mouse pointer at the end of the selection, hold down the Shift key, and then click (or drag through the text) in a Word Document.",Ctrl,Alt,Shift,Tab,C
1505,What can we send in an email?,Voice,Text,Video,All of these,D
1506,"Which is the largest hardware company of computers among these, by market cap?",IBM,Dell,HP,Apple,D
1507,The MOD() function is used in MS Excel to get:,Dividend,Remainder,Quotient,None of these,B
1508,1 Gigabyte is equal to:,1024 bytes,1024 kilobytes,1024 megabytes,1024 gigabytes,C
1509,Which method can be used to advance to the next slide in PowerPoint?,Enter key,Space bar,Mouse click,All of these,D
1510,PSTN stands for:,Process Switched Telephone Network,Public Switched True Network,Public Serial Telephone Network,Public Switched Telephone Network,D
1511,The PowerPoint view that displays only text (title and bullets) is:,Outline view,Notes page view,Slide sorter view,Slide show,A
1512,_______ is used to print the document and store software in the computer:,Default,Installation,Processing,None of these,D
1513,Vector graphics is composed of:,Pixels,Paths,Palettes,None of those,B
1514,"What is the largest font size available in the Font Size tool on the formatting toolbar (typically in older MS Office versions, or the dropdown in newer ones)?",8,48,64,72,D
1515,The ABC (Atanasoff-Berry Computer) computer was a:,Specific purpose computer,General purpose computer,Both A & B,None of these,A
1516,"In Excel, columns are labeled as:","A, B, C, etc.","1, 2, 3, etc.","A1, A2, A3, etc.","A1, A2, etc.",A
1517,Which shortcut key is used to Fill Down?,CTRL+D,CTRL+T,ALT+D,ALT+D,A
1518,The size of the organization chart object is:,Is determined by the presentation design and can not be changed,Is determined by the presentation design but can be changed in PowerPoint,Is dependent on the amount of text within the organization chart,B and c,D
1519,"In a computer spreadsheet, each cell can contain a:",Label,Value,Formula,All of these,D
1520,Which symbol is used for Excel absolute cell reference:,=,$,!,None of these,B
1521,Window key + M:,Show system properties,Help,Find Computers,Minimize all applications,D
1522,The shortcut keys for the superscript character formatting are Ctrl+ Shift+ Plus sign.,Case of letters,"Underline words, not spaces",Superscript,All capital letters,C
1523,Which of the following is the slowest in accessing data?,Zip disk,Hard disk,Floppy disk,Magnetic disk,C
1524,Which feature is used in MS Excel to quickly sum a range of numbers?,Count,AutoSum,Filter,Add Sum,B
1525,When was the MS Windows operating system introduced?,1975,1985,1990,2000,B
1526,The shortcut key to select a word in MS Word?,Ctrl+Shift+Arrow key,Shift + Ctrl,Alt+ Shift,Alt+ Arrow key,A
1527,"In computer disk storage, a subdivision on a magnetic disk or optical disk is called ____.",Track,ROM,Sector,None of these,C
1528,A computer program that translates one program instruction at a time into machine language is called an:,Interpreter,CPU,Compiler,Simulator,A
1529,A Terabyte represents about:,1 quadrillion bytes,1 trillion bytes,1 billion bytes,1 million bytes,B
1530,What is the shortcut key to insert a new slide into the current presentation?,Ctrl+N,Ctrl+M,Ctrl+V,Ctrl+U,B
1531,When an Excel workbook is linked to a Word document:,The Word document contains a copy of the actual data.,The Word document cannot be edited.,The Word document must contain a hyperlink.,The Word document contains a reference to the original source application.,D
1532,A set of instructions that directs a 'computer's hardware to perform a task is called a:,Command,Program,Operating system,None of these,B
1533,Ctrl + Page Down Shortcut key is used in MS Word to:,Moves the cursor one Page Down,Moves the cursor one Paragraph Down,Moves the cursor one Line Down,Moves the cursor one Screen Down,A
