Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2746,FTP stands for:,Fix Transfer Protocol,File Transfer Procedure,File Transfer Protocol,First Transfer Protocol,C
2747,What is meant by a dedicated computer?,Which is used by one person only,Which is assigned one and only one task,Which uses one kind of software,Which is meant for application software,B
2748,Which function in MS Excel is used to display the current date and time in a cell?,Today,Now,Day,Current,B
2749,MS PowerPoint is an example of:,Multimedia software,Graphics software,Spread sheet,Entertainment software,A
2750,The best orientation to fit maximum columns on a single sheet for print is ____.,Portrait,Landscape,Both portrait and landscape,None of these,B
2751,What lets you create a new presentation by selecting ready-made font colors and graphics effects in PowerPoint?,Presentation Template,Master Slide,Design Template,Animation Scheme,C
2752,A feature of MS Word that saves the document automatically after a certain interval is:,Auto update,Auto recover,Auto save,None of these,C
2753,"When you open a web browser, which page opens:",Home page,Bookmark,Cast,None of these,A
2754,What is the primary feature of AutoCorrect in MS Word?,Spelling correction,Grammar mistakes,Formula,None of these,A
2755,"In Excel, which key is used to format a number in scientific format?",Ctrl+Shift+6,Ctrl+Shift+3,Ctrl+Shift+5,Ctrl+Shift+4,A
2756,Ctrl + O Shortcut key is used in Ms Word to:,Save Document,Print Document,Close Document,Open Document,D
2757,Which of the following is not a storage medium?,Hard Disk,Flash drive,DVD,Scanner,D
2758,"To apply center alignment, you can press:",Ctrl+S,Ctrl+C,Ctrl+C+A,Ctrl+E,D
2759,"In Microsoft Word, Ctrl+1 is used for which of the following?",To set 1.5 line spacing,To set 0.5 line spacing,Double line spacing,Single line spacing,D
2760,Ctrl + W Shortcut is used in Microsoft Word to:,Save and Print the Document,Save and Close Word Application,Save and Close document,"Without Save, Close Document",C
2761,"In MS-Excel, the short cut key is used for hiding rows is:",Ctrl+H,Ctrl+7,Ctrl+9,None of these,C
2762,What is the function of CTRL+O in Microsoft Word?,Save Document,Print Document,Close Document,Open Document,D
2763,Which shortcut key is used to insert a new slide in a PowerPoint presentation?,Ctrl + S,Ctrl + M,Ctrl + N,Ctrl + B,B
2764,You should save your computer from:,Viruses,Time bombs,Worms,All of these,D
2765,What are the three options available in the Insert >> Picture menu?,"Clipart, Pictures, Shapes","Clipart, From File, Shapes","Clipart, From files, AutoShapes","Clipart, Pictures, AutoShapes",B
2766,A set of instructions that operates various parts of the computer hardware is called:,Hardware Manager,Device,Software,URL,C
2767,"The area that generally contains My Computer, My Documents and Recycle Bin is called:",Desktop,Tiptop,Screen,None of these,A
2768,In which view will background color not be visible?,Print Layout View,Web Layout View,Reading View,Print Preview,D
2769,Which of the following is correct regarding Underline in MS-Word?,Color of Underline can be change,Style of Underline can be change,Underline can be set using by shortcut key,All of the above,D
2770,Which of the following can you paste using the 'Paste Special' command?,Validation,Formulas,Formats,All of these,D
2771,How many rows are in one Microsoft Excel sheet?,65536,16384,1048576,None of Above,C
2772,The first page of any website is called:,Desktop,Home page,Web page,Open page,B
2773,"A compact disc that can be written, read many times, erased and written again is called:",CD-ROM,CD-RW,CDO,CAD,B
2774,"In PowerPoint, Themes can be found under:",Transition tab,Design tab,Insert tab,Animation tab,B
2775,Which view in PowerPoint to view notes while presenting slides?,Normal view,Reading view,Slide show view,Presenter view,D
2776,"In a network with 25 computers, which topology would require the most extensive cabling?",Star,Mesh,Bus,None of the above,A
2777,HDD stands for:,High Density Disk,Heavy Duty Diesel,Heating Degree Days,Hard Disk Drive,D
2778,The brain of a computer is called:,Motherboard,CPU,Microprocessor,None of these,B
2779,In which layout view can you overwrite text:,Normal mode,Draft mode,Overwrite mode,Overtype mode,D
2780,Word wrap means:,Aligning text with the right margin,Inserting spaces between words,Moving text automatically to the next line,None of these,C
2781,The shortcut to switch to the next worksheet tab in Excel is:,Ctrl + PgDn,Ctrl + PgUp,Ctrl + Home,Ctrl + End,A
2782,Which of the following is a secondary memory device?,Keyboard,Disk,ALU,All of the above,B
2783,What is the extension of Microsoft Word files?,DOT,TXT,FIL,DOCX,D
2784,Who invented the World Wide Web (WWW) with Robert Cailliau?,Laiszlo Neztjev,Tom Burns,Tim Berners-Lee,Fred Zukerburg,C
2785,"Modern Computers are very reliable, but they are not:",Fast,Powerful,Infallible,Cheap,C
2786,Which one is a digital device? Select from the choices below.,Digital Clock,Automobile analog speed meter,Clock with a dial and two hands,All of them,A
2787,Which of the following is the 2nd tab in the Ribbon?,Home,Insert,Page Layout,References,B
2788,The shortcut key to open the Font dialog box is:,Ctrl+Shift+D,Ctrl+Alt+D,Ctrl+D,Alt+D,C
2789,Presentation pages in PowerPoint are called:,Document,Page,Slide,Sheet,C
2790,"The term ""Chart Wizard data"" in MS Excel refers to:",Vertical axis,Horizontal axis,Both (A) and (B),None of these,C
2791,A single point on a computer screen is called a:,Cell,Bit,Pixel,Element,C
2792,"To restore the last action, we use which option?",Undo,Redo,Refresh,None of these,A
2793,ADF stands for:,All Disc Feeder,Automatic Document Feeder,Automatic Document Finder,Automatic Disc Finder,B
2794,Which device is used to process data?,CPU,RAM,DCU,VDU,A
2795,What is a slide transition:,Overheads,Letters,A special effect used to introduce a slide in a slide show,The way one slide looks,C
2796,Which of the following Excel features allows users to evaluate values and return a result?,Formulas,Formatting,Filters,Insertions,A
2797,"In Excel, which key is used to select the entire column?",Ctrl+Space,Shift+Space,Alt+Space,None of these,A
2798,What is the function of F11 in MS Excel:,To create row,To create column,To create chart,None of these,C
2799,"In MS Excel, we can add a chart from the ____ tab.",File,Chart,Insert,None of these,C
2800,The term DNS stands for:,Domain Name system,Defence nuclear System,Downloadable new Software,Dependent Name Server,A
2801,Half of a byte is known as a:,Nibble,Bit,Both A and B,None of these,A
2802,"To open a template in Word, first go to File and:",Click New,Click Display,Click Open,Click Search,A
2803,Who is the founder of the audio and video conferencing tool Zoom?,Steve Wozniak,Steve Ericson,Michele George,Eric Yuan,D
2804,The Unix operating system was developed by:,Dennis Ritchie,Ken Thompson,Both A & B,None of these,C
2805,Which key on the keyboard can be used to view a slide show in Ms PowerPoint?,F1,F2,F5,F10,C
2806,"In MS Word, one can undo the last action using which key?",CTRL + Z,CTRL + V,CTRL + A,SHIFT + A,A
2807,Data that changes continuously and cannot have discrete values is called:,Continuous Data,Antique Data,Both A and B,None of these,A
2808,PSTN stands for:,Process Switched Telephone Network,Public Switched True Network,Public Serial Telephone Network,Public Switched Telephone Network,D
2809,How many bits are in one byte?,4 bits,6 bits,8 bits,None of these,C
2810,Which of the following is an example for automatic text formatting:,Underlining hyperlink,Adjusting extra space,Replacing two '-s' with an em hyphen,All of these,D
2811,The arrangement of keys on a keyboard is called:,Home arrangement,Qwerty arrangement,Basic arrangement,General arrangement,C
2812,The maximum zoom percentage in PowerPoint is?,200 percent,300 percent,400 percent,500 percent,C
2813,API stands for:,Algorithmic Protocol Interface,Adapter Protocol Interface,Application Programming Interface,Accelerated Programming Interface,C
2814,The format painter in PowerPoint is used to:,To paint pretty pictures on your slides,To copy formatting from one object or piece of text and then apply it elsewhere,To change the background color of your slides,To paint pretty pictures on the background of slides,B
2815,______ allows preparing and sending the same letter to different persons.,Small merge,Large merge,All merge,None of these,D
2816,Ctrl+S Shortcut key is used in Ms Word to:,Scenarios,Size,Save,Spelling Check,A
2817,NIC stands for:,Network Information center,Network Identity Card,Network Interface Card,Network Internet Card,C
2818,Which of the following options in the File pull-down menu is used to close a MS Word document?,Exit,Close,Quit,New,B
2819,HTML is used for:,View web pages,Write code for developing videos,Developing web pages,None of these,C
2820,A smart tag will be removed from a cell when:,The cell is hidden,The cell is moved,The formatting of the cell is changed,The data in the cell is changed or deleted,D
2821,Primary key is:,Uniquely identifies each record,Cannot be repeated,Auto number is the example of primary key,All of these,D
2822,A number of letters that appear a little above the normal text is called:,Superscript,Sub script,Super text,Sub Text,A
2823,"Which shortcut key is used to bring up the ""Find and Replace"" dialog box in Ms Word?",Ctrl + J,Ctrl + H,Ctrl + N,Ctrl + M,B
2824,"When the Language bar is hidden, it means that you do not see it on the screen but it will be displayed the next time you start your computer.",Restored,Hidden,Minimized,Closed,B
2825,Ctrl + M Shortcut is used in Microsoft Word to:,New Document,Close Document,Right Indent,Left Indent,D
